source_site,listing_id,rental_url,title,monthly_rent,suburb,city,province,property_type,bedrooms,bathrooms,parking_spaces,garage,floor_area_sqm,land_area_sqm,levies,rates_taxes,furnished_flag,availability_text,description,listing_date,scraped_timestamp,pp_transaction_slug,pp_province_slug,pp_metro_slug,pp_city_slug,pp_suburb_slug
privateproperty,RR4621568,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/bedfordview/bedfordview/RR4621568,3 Bedroom House in Bedfordview,27000.0,Bedfordview,Bedfordview,Gauteng,House,2.0,2.0,4.0,,,,,,,Available Now,"3 Bedroom House in Bedfordview, Stunning 3-Bedroom Stand-Alone Home To Rent in Bedfordview Available Immediately Situated in the s",3 Mar 2026,2026-03-27T17:09:49.401353+00:00,to-rent,gauteng,johannesburg-metro,bedfordview,bedfordview
privateproperty,RR4621527,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/soweto/pimville/klipspruit/RR4621527,2 Bedroom House in Klipspruit,6700.0,Pimville,Soweto,Gauteng,House,2.0,1.0,1.0,,,,,,,,"2 Bedroom House in Klipspruit, Orlando Towers is where vibrant living meets everyday convenience a place designed for comfort, con",3 Mar 2026,2026-03-27T17:09:52.322029+00:00,to-rent,gauteng,johannesburg-metro,soweto,pimville
privateproperty,RR4621497,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/fourways/RR4621497,3 Bedroom House in Fourways,24000.0,Fourways,Sandton,Gauteng,House,3.0,2.0,2.0,2.0,,,,,,Available Now,"3 Bedroom House in Fourways, Nestled within a secure boomed-off enclave just minutes from Montecasino, this beautifully renovated",3 Mar 2026,2026-03-27T17:09:56.089328+00:00,to-rent,gauteng,johannesburg-metro,sandton,fourways
privateproperty,RR4621456,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bryanston/RR4621456,3 Bedroom House in Bryanston,55000.0,Bryanston,Sandton,Gauteng,House,3.0,3.0,2.0,1.0,,223.0,,,1.0,,"3 Bedroom House in Bryanston, This fully furnished 3-bedroom cluster in Sandton offers secure, low-maintenance accommodation and a",3 Mar 2026,2026-03-27T17:09:58.994201+00:00,to-rent,gauteng,johannesburg-metro,sandton,bryanston
privateproperty,RR4621452,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/bedfordview/bedfordview/RR4621452,3 Bedroom House in Bedfordview,27000.0,Bedfordview,Bedfordview,Gauteng,House,3.0,2.0,4.0,,,2.0,,,,Available Now,"3 Bedroom House in Bedfordview, Spacious 3-Bedroom Bedfordview Home with Pool and Expansive Garden. Spacious 3-Bedroom Family Home",3 Mar 2026,2026-03-27T17:10:01.902503+00:00,to-rent,gauteng,johannesburg-metro,bedfordview,bedfordview
privateproperty,RR4621345,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/northcliff/melville/RR4621345,2 Bedroom House in Melville,17990.0,Melville,Northcliff,Gauteng,House,2.0,2.0,,,1.0,1.0,,,,Available Now,"2 Bedroom House in Melville, AVAILABLE 01 May 2026. Rent a beautiful character Melville two-bedroom home plus a very spacious one",3 Mar 2026,2026-03-27T17:10:05.674078+00:00,to-rent,gauteng,johannesburg-metro,northcliff,melville
privateproperty,RR4621338,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/north-riding-to-lanseria/sharonlea/42-mahogany-street/RR4621338,4 Bedroom House in Sharonlea,24500.0,Sharonlea,North Riding To Lanseria,Gauteng,House,4.0,3.0,5.0,5.0,,1.0,,,,,"4 Bedroom House in Sharonlea, 42 Mahogany Street, Spacious Family Home Welcome to this generously sized 4 bedroom family home well positioned within",3 Mar 2026,2026-03-27T17:10:09.767944+00:00,to-rent,gauteng,johannesburg-metro,north-riding-to-lanseria,sharonlea
privateproperty,RR4621329,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/soweto/protea-glen/RR4621329,2 Bedroom House in Protea Glen,5500.0,Protea Glen,Soweto,Gauteng,House,2.0,1.0,2.0,,,,,,,Available Now,"2 Bedroom House in Protea Glen, Well maintained property up for grabs This charming 2-bedroom standalone house offers comfort and c",3 Mar 2026,2026-03-27T17:10:24.952683+00:00,to-rent,gauteng,johannesburg-metro,soweto,protea-glen
privateproperty,RR4621308,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/northcliff/melville/RR4621308,3 Bedroom House in Melville,16990.0,Melville,Northcliff,Gauteng,House,3.0,1.5,2.0,2.0,1.0,1.0,,,,Available Now,"3 Bedroom House in Melville, Charming Three-Bedroom Character Home in Artistic Melville. PET FRIENDLY on approval from landlord.",3 Mar 2026,2026-03-27T17:10:28.024934+00:00,to-rent,gauteng,johannesburg-metro,northcliff,melville
privateproperty,RR4621257,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/bedfordview/bedfordview/RR4621257,3 Bedroom House in Bedfordview,27000.0,Bedfordview,Bedfordview,Gauteng,House,3.0,2.0,4.0,,,,,,,Available Now,"3 Bedroom House in Bedfordview, Nestled in the heart of Bedfordview, this beautiful 3-bedroom, 2-bathroom home offers the perfect bl",3 Mar 2026,2026-03-27T17:10:30.862981+00:00,to-rent,gauteng,johannesburg-metro,bedfordview,bedfordview
privateproperty,RR4621120,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/kyalami-ah/RR4621120,3 Bedroom House in Kyalami AH,21000.0,Kyalami Ah,Midrand,Gauteng,House,3.0,2.5,4.0,2.0,234.0,409.0,,,,Available Now,"3 Bedroom House in Kyalami AH, Modern 3 Bedroom and 2.5 Bathroom Freestanding Home in Secure Estate with Spacious Garden For Rent!",3 Mar 2026,2026-03-27T17:10:33.496773+00:00,to-rent,gauteng,johannesburg-metro,midrand,kyalami-ah
privateproperty,RR4620811,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/steyn-city/65-the-views/7-outcrop-lane/RR4620811,6 Bedroom House in Steyn City,120000.0,Steyn City,Midrand,Gauteng,House,6.0,7.0,4.0,4.0,,1.0,,,,,"6 Bedroom House in Steyn City, 65 The Views, 7 Outcrop Lane, Exceptional 6 En-Suite Bedroom Home. EXCLUSIVE MANDATE Available to rent, this impressive double-sto",3 Mar 2026,2026-03-27T17:10:37.284209+00:00,to-rent,gauteng,johannesburg-metro,midrand,steyn-city
privateproperty,RR4620726,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/RR4620726,3 Bedroom House in Sunninghill,15800.0,Sunninghill,Sandton,Gauteng,House,3.0,2.0,2.0,2.0,205.0,350.0,,,,Available Now,"3 Bedroom House in Sunninghill, Tenant prequalification required. 3 bed family home with staff quarters in Sunninghill Gardens. Next",3 Mar 2026,2026-03-27T17:10:40.294436+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,RR4620700,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/north-riding-to-lanseria/olivedale/RR4620700,3 Bedroom House in Olivedale,32000.0,Olivedale,North Riding To Lanseria,Gauteng,House,3.0,2.0,2.0,2.0,347.0,,,,,Available Now,"3 Bedroom House in Olivedale, This house is located in the sought after Olivewood lifestyle estate.It offers a combination of luxu",3 Mar 2026,2026-03-27T17:10:43.091757+00:00,to-rent,gauteng,johannesburg-metro,north-riding-to-lanseria,olivedale
privateproperty,RR4620692,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/northcliff/westbury/RR4620692,3 Bedroom House in Westbury,6000.0,Westbury,Northcliff,Gauteng,House,3.0,1.0,2.0,,,209.0,,,,Available Now,"3 Bedroom House in Westbury, 3 Bedroom House to let in Westbury All-Inclusive Rental Opportunity Welcome to this well-maintained",2 Mar 2026,2026-03-27T17:10:46.996146+00:00,to-rent,gauteng,johannesburg-metro,northcliff,westbury
privateproperty,RR3118538,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/kensington/RR3118538,5 Bedroom House in Kensington,13500.0,Kensington,Johannesburg Central,Gauteng,House,5.0,3.0,3.0,,230.0,496.0,,,,,"5 Bedroom House in Kensington, Timeless 5-Bedroom Family Home with Modern Touches and Live-In Gardener Included This charming gold",2 Mar 2026,2026-03-27T17:10:50.288881+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,kensington
privateproperty,RR4620611,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/kengies/RR4620611,3 Bedroom House in Kengies,23999.0,Kengies,Sandton,Gauteng,House,3.0,2.5,2.0,2.0,,,,,1.0,Available Now,"3 Bedroom House in Kengies, Luxury 3-Bedroom Furnished Duplex | Elite Living in Fourways Step into refined elegance in this imp",2 Mar 2026,2026-03-27T17:10:54.432573+00:00,to-rent,gauteng,johannesburg-metro,sandton,kengies
privateproperty,RR4620583,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/helderfontein-estate/RR4620583,4 Bedroom House in Helderfontein Estate,55000.0,Helderfontein Estate,Midrand,Gauteng,House,4.0,4.0,2.0,2.0,397.0,773.0,,,,Available Now,"4 Bedroom House in Helderfontein Estate, Architectural Luxury with Panoramic Views. Only Corporates will be considered. Contemporary four b",2 Mar 2026,2026-03-27T17:10:58.722364+00:00,to-rent,gauteng,johannesburg-metro,midrand,helderfontein-estate
privateproperty,RR4620566,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/north-riding-to-lanseria/north-riding/957-north-riding-ext-22/RR4620566,3 Bedroom House in North Riding,15500.0,North Riding,North Riding To Lanseria,Gauteng,House,3.0,2.0,5.0,2.0,,440.0,,,,,"3 Bedroom House in North Riding, 957 North Riding Ext 22, Discover your next family haven in the desirable suburb of North Riding! This charming and spacious",2 Mar 2026,2026-03-27T17:11:02.453824+00:00,to-rent,gauteng,johannesburg-metro,north-riding-to-lanseria,north-riding
privateproperty,RR4287056,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bryanston/61-royce-road/RR4287056,3 Bedroom House in Bryanston,20000.0,Bryanston,Sandton,Gauteng,House,3.0,2.0,2.0,2.0,350.0,1.0,,,,,"3 Bedroom House in Bryanston, 61 Royce Road, A stylish, face-brick exterior family home with a mix of modern and classic architectural elements N",2 Mar 2026,2026-03-27T17:11:05.371501+00:00,to-rent,gauteng,johannesburg-metro,sandton,bryanston
privateproperty,RR4620547,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/northcliff/quellerina/RR4620547,1 Bedroom House in Quellerina,5000.0,Quellerina,Northcliff,Gauteng,House,1.0,1.0,2.0,,,266.0,,,,,"1 Bedroom House in Quellerina, 1-Bedroom cottage in Quellerina Spacious 1-Bedroom Garden Cottage in Quellerina, Roodepoort R400 No",2 Mar 2026,2026-03-27T17:11:09.167718+00:00,to-rent,gauteng,johannesburg-metro,northcliff,quellerina
privateproperty,RR4620345,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/kelvin/RR4620345,3 Bedroom House in Kelvin,25000.0,Kelvin,Sandton,Gauteng,House,3.0,2.0,,,,1.0,,,0.0,Available Now,"3 Bedroom House in Kelvin, Furnished main house to rent in Kelvin, Sandton, at R27 000 per month excluding lights and water. Th",2 Mar 2026,2026-03-27T17:11:12.119396+00:00,to-rent,gauteng,johannesburg-metro,sandton,kelvin
privateproperty,RR4619887,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/northcliff/westdene/RR4619887,7.5 Bedroom House in Westdene,2900.0,Westdene,Northcliff,Gauteng,House,7.5,5.5,10.0,,,,,,1.0,Available Now,"7.5 Bedroom House in Westdene, Spacious, modern single rooms in Westdene commune This house recently had a massive facelift. Its",2 Mar 2026,2026-03-27T17:11:16.001269+00:00,to-rent,gauteng,johannesburg-metro,northcliff,westdene
privateproperty,RR4620309,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/dainfern-valley/RR4620309,5 Bedroom House in Dainfern Valley,50000.0,Dainfern Valley,Sandton,Gauteng,House,5.0,4.0,2.0,2.0,430.0,1.0,,,1.0,,"5 Bedroom House in Dainfern Valley, This beautiful house comprises, inter alia, Formal lounge with wood burning fireplace, Dining room,",2 Mar 2026,2026-03-27T17:11:20.143512+00:00,to-rent,gauteng,johannesburg-metro,sandton,dainfern-valley
privateproperty,RR4620289,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/north-riding-to-lanseria/lanseria-and-surrounds/RR4620289,2 Bedroom House in Lanseria and surrounds,14000.0,Lanseria And Surrounds,North Riding To Lanseria,Gauteng,House,2.0,2.0,,,288.0,,,,,Available Now,"2 Bedroom House in Lanseria and surrounds, Escape the city and embrace peaceful farm living in this spacious, freestanding two-bedroom, two-bat",2 Mar 2026,2026-03-27T17:11:24.373549+00:00,to-rent,gauteng,johannesburg-metro,north-riding-to-lanseria,lanseria-and-surrounds
privateproperty,RR4620257,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/craigavon/RR4620257,3 Bedroom House in Craigavon,21000.0,Craigavon,Sandton,Gauteng,House,3.0,2.5,7.0,2.0,,288.0,,,,,"3 Bedroom House in Craigavon, This beautifully presented cluster home is set within a tranquil, secure estate, offering comfort, c",2 Mar 2026,2026-03-27T17:11:28.550024+00:00,to-rent,gauteng,johannesburg-metro,sandton,craigavon
privateproperty,RR4620193,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/dainfern-valley/RR4620193,6 Bedroom House in Dainfern Valley,55000.0,Dainfern Valley,Sandton,Gauteng,House,6.0,5.0,5.0,3.0,,1.0,,,,Available Now,"6 Bedroom House in Dainfern Valley, Step into refined comfort and exceptional space in this beautifully designed residence, perfectly po",2 Mar 2026,2026-03-27T17:11:32.483349+00:00,to-rent,gauteng,johannesburg-metro,sandton,dainfern-valley
privateproperty,RR4620152,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/kensington/RR4620152,3 Bedroom House in Kensington,11000.0,Kensington,Johannesburg Central,Gauteng,House,3.0,2.0,2.0,2.0,545.0,,,,,,"3 Bedroom House in Kensington, 3 bedroom house for rent from 1st April This character home comprises ent hall, lounge, 3 spacious",2 Mar 2026,2026-03-27T17:11:36.157702+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,kensington
privateproperty,RR4620141,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/kyalami/kyalami-glen-estate/RR4620141,4 Bedroom House in Kyalami Glen Estate,25000.0,Kyalami,Midrand,Gauteng,House,4.0,3.0,,,,,,,,Available Now,"4 Bedroom House in Kyalami Glen Estate, 4 Bedroom Family Home To Let in Kyalami Glen Situated in the sought-after Kyalami Glen, this spacio",2 Mar 2026,2026-03-27T17:11:39.915830+00:00,to-rent,gauteng,johannesburg-metro,midrand,kyalami
privateproperty,RR4620117,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/dainfern/dainfern-golf-estate/RR4620117,5 Bedroom House in Dainfern Golf Estate,75000.0,Dainfern,Sandton,Gauteng,House,5.0,4.0,,,558.0,1.0,,,,Available Now,"5 Bedroom House in Dainfern Golf Estate, Stylish Contemporary Residence with High-End Touches. This stunning, architecturally crafted home of",2 Mar 2026,2026-03-27T17:11:42.840484+00:00,to-rent,gauteng,johannesburg-metro,sandton,dainfern
privateproperty,RR4620113,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/kibler-park/50-felix-drive/RR4620113,3 Bedroom House in Kibler Park,16000.0,Kibler Park,Johannesburg South,Gauteng,House,3.0,2.0,3.0,1.0,,1.0,,,,Available Now,"3 Bedroom House in Kibler Park, 50 FELIX DRIVE, This beautifully finished 3-bedroom home offers contemporary living at its best, with attention to d",2 Mar 2026,2026-03-27T17:11:46.851960+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,kibler-park
privateproperty,RR4620025,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/fourways/15-dorstone-crescent/RR4620025,3 Bedroom House in Fourways,36000.0,Fourways,Sandton,Gauteng,House,3.0,3.5,4.0,2.0,,1.0,,,0.0,Available Now,"3 Bedroom House in Fourways, 15 Dorstone Crescent, Modern Family Home in Secure Cedar Creek Estate Sole Mandate - Discover this modern 3-bedroom, 3.5-",2 Mar 2026,2026-03-27T17:11:50.967123+00:00,to-rent,gauteng,johannesburg-metro,sandton,fourways
privateproperty,RR4619988,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/ormonde/54-akker-avenue/RR4619988,3 Bedroom House in Ormonde,15000.0,Ormonde,Johannesburg South,Gauteng,House,3.0,2.0,2.0,2.0,,,,,,Available Now,"3 Bedroom House in Ormonde, 54 Akker Avenue, Stylish 3 Bedroom Rental Home with Pool! This well-maintained and inviting rental home offers comfo",2 Mar 2026,2026-03-27T17:11:55.088963+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,ormonde
privateproperty,RR329154,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bramley/RR329154,4 Bedroom House in Bramley,3100.0,Bramley,Sandton,Gauteng,House,4.0,1.0,10.0,,500.0,1.0,,,1.0,Available Now,"4 Bedroom House in Bramley, A femalemale sought to share the commune with 4 people. We are looking for one more occupant as ther",2 Mar 2026,2026-03-27T17:11:58.038189+00:00,to-rent,gauteng,johannesburg-metro,sandton,bramley
privateproperty,RR2958754,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/wendywood/RR2958754,3 Bedroom House in Wendywood,28000.0,Wendywood,Sandton,Gauteng,House,2.0,3.5,5.0,2.0,323.0,1.0,,,0.0,,"3 Bedroom House in Wendywood, Spacious upmarket family home with pool...in quiet and secure boomed enclosure! This home is in a gr",2 Mar 2026,2026-03-27T17:12:00.600944+00:00,to-rent,gauteng,johannesburg-metro,sandton,wendywood
privateproperty,RR4619841,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/observatory/10-gill-street/RR4619841,2 Bedroom House in Observatory,6500.0,Observatory,Johannesburg Central,Gauteng,House,2.0,1.0,1.0,,,,,,,Available Now,"2 Bedroom House in Observatory, 10 Gill Street, Neat private cottage perfect for single or couple Two private cottages available perfect for single",2 Mar 2026,2026-03-27T17:12:04.423837+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,observatory
privateproperty,RR4619834,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/randburg/jukskei-park/RR4619834,4 Bedroom House in Jukskei Park,23000.0,Jukskei Park,Randburg,Gauteng,House,4.0,3.0,4.0,2.0,281.0,,,,,,"4 Bedroom House in Jukskei Park, PLEASE EMAIL AGENT Spacious 4-Bedroom Family Home with Pool and Staff Accommodation in Jukskei Park!",2 Mar 2026,2026-03-27T17:12:08.168638+00:00,to-rent,gauteng,johannesburg-metro,randburg,jukskei-park
privateproperty,RR4332108,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/northcliff/greenside/6-greenway/RR4332108,3 Bedroom House in Greenside,16500.0,Greenside,Northcliff,Gauteng,House,3.0,2.0,3.0,,,,,,,,"3 Bedroom House in Greenside, 6 Greenway, Please note that the property includes a separate cottage at the back, currently occupied by a long-",2 Mar 2026,2026-03-27T17:12:11.213393+00:00,to-rent,gauteng,johannesburg-metro,northcliff,greenside
privateproperty,RR4287828,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/kelvin/RR4287828,3 Bedroom House in Kelvin,25650.0,Kelvin,Sandton,Gauteng,House,3.0,2.0,3.0,,,2.0,,,1.0,Available Now,"3 Bedroom House in Kelvin, The very spacious three bedroom all en suite villa, with access to a shared pool and tennis court.",2 Mar 2026,2026-03-27T17:12:15.084092+00:00,to-rent,gauteng,johannesburg-metro,sandton,kelvin
privateproperty,RR4619744,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/linksfield/linksfield-ridge/RR4619744,5 Bedroom House in Linksfield Ridge,40000.0,Linksfield,Johannesburg Central,Gauteng,House,5.0,3.5,4.0,2.0,505.0,1.0,,,,,"5 Bedroom House in Linksfield Ridge, Situated on the mountainside in a secure, gated road and within walking distance of King David Schoo",2 Mar 2026,2026-03-27T17:12:18.353818+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,linksfield
privateproperty,RR3196858,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/ormonde/58a-milkwood/RR3196858,1 Bedroom House in Ormonde,5000.0,Ormonde,Johannesburg South,Gauteng,House,1.0,1.0,1.0,,,,,,,Available Now,"1 Bedroom House in Ormonde, 58A Milkwood, Clean and Spacious en-suite bedroom for rental, suitable for Single person or a young couple looking",2 Mar 2026,2026-03-27T17:12:22.103543+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,ormonde
privateproperty,RR4619639,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/broadacres/RR4619639,5 Bedroom House in Broadacres,50000.0,Broadacres,Sandton,Gauteng,House,5.0,5.0,4.0,2.0,510.0,891.0,,,,,"5 Bedroom House in Broadacres, Discover unparalleled luxury and spacious living in this magnificent freestanding home, perfectly si",2 Mar 2026,2026-03-27T17:12:26.210917+00:00,to-rent,gauteng,johannesburg-metro,sandton,broadacres
privateproperty,RR4619587,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/kyalami-hills/RR4619587,2 Bedroom House in Kyalami Hills,13000.0,Kyalami Hills,Midrand,Gauteng,House,2.0,2.0,3.0,1.0,,,,,,Available Now,"2 Bedroom House in Kyalami Hills, Discover this beautifully maintained double-storey home that radiates neatness, comfort, and effortl",1 Mar 2026,2026-03-27T17:12:29.059195+00:00,to-rent,gauteng,johannesburg-metro,midrand,kyalami-hills
privateproperty,RR4089387,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/blue-hills/1042-bluehills-ext24/1042-girth/RR4089387,3 Bedroom House in Blue Hills,12900.0,Blue Hills,Midrand,Gauteng,House,3.0,3.0,3.0,2.0,,,,,,,"3 Bedroom House in Blue Hills, 1042 bluehills ext24, 1042 girth, This property is situated in a secured complex with 24 hours security monitoring. It has a huge love",1 Mar 2026,2026-03-27T17:12:32.083931+00:00,to-rent,gauteng,johannesburg-metro,midrand,blue-hills
privateproperty,RR4619556,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/northcliff/westdene/11a-lewes-road/RR4619556,3 Bedroom House in Westdene,4000.0,Westdene,Northcliff,Gauteng,House,3.0,2.0,,,150.0,,,,,Available Now,"3 Bedroom House in Westdene, 11A Lewes Road, SHARED LIVING! 3 BEDROOMS AVAILABLE Occupation: Immediately This newly renovated 3-bedroom home is",1 Mar 2026,2026-03-27T17:12:35.831091+00:00,to-rent,gauteng,johannesburg-metro,northcliff,westdene
privateproperty,RR4619532,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/carlswald/RR4619532,2 Bedroom House in Carlswald,9700.0,Carlswald,Midrand,Gauteng,House,2.0,1.0,1.0,1.0,,,,,,Available Now,"2 Bedroom House in Carlswald, 2 Bedroom, 1 Bathroom House for Rent in Carlswald This neat and well-maintained home is located in",1 Mar 2026,2026-03-27T17:12:39.450112+00:00,to-rent,gauteng,johannesburg-metro,midrand,carlswald
privateproperty,RR4619403,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/ormonde/RR4619403,3 Bedroom House in Ormonde,10000.0,Ormonde,Johannesburg South,Gauteng,House,3.0,2.0,1.0,1.0,43.0,,,,,Available Now,"3 Bedroom House in Ormonde, Step into comfort, space, and effortless entertaining with this charming 3-bedroom home designed for",28 Feb 2026,2026-03-27T17:12:42.642835+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,ormonde
privateproperty,RR4279079,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/soweto/soweto-central/f110-jabulani-lifestyle-estate/3223-matjhabeng-street/RR4279079,2 Bedroom Apartment in Soweto Central,5100.0,Soweto Central,Soweto,Gauteng,Apartment,2.0,1.0,,,40.0,,,,,Available Now,"2 Bedroom Apartment in Soweto Central, F110 Jabulani Lifestyle Estate, 3223 Matjhabeng Street, Secure Lifestyle Estate Apartments to Rent in Soweto LIMITED OFFER: 50 OFF FIRST MONTH RENT VALID O",10 Mar 2026,2026-03-27T17:12:57.565113+00:00,to-rent,gauteng,johannesburg-metro,soweto,soweto-central
privateproperty,RR4426530,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/marshalltown/1-eloff/00-eloff-street/RR4426530,2 Bedroom Apartment in Marshalltown,4980.0,Marshalltown,Johannesburg Central,Gauteng,Apartment,2.0,1.0,,,,,,,,Available Now,"2 Bedroom Apartment in Marshalltown, 1 Eloff, Eloff Street, 2 Bedroom Loft Style Apartments Nestled in the heart of Jozi''s CBD, youll spot a striking blue and",21 Jun 2025,2026-03-27T17:13:01.266273+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,marshalltown
privateproperty,RR4426762,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/johannesburg-cbd/oo-durban-heights/36-durban-street/RR4426762,2 Bedroom Apartment in Johannesburg CBD,5500.0,Johannesburg Cbd,Johannesburg Central,Gauteng,Apartment,2.0,1.0,,,,,,,,Available Now,"2 Bedroom Apartment in Johannesburg CBD, oo Durban Heights, 36 Durban Street, Modern 2-Bedroom Apartment for Rent Durban Heights, Johannesburg CBD Address: 36 Durban Street, C",21 Jun 2025,2026-03-27T17:13:05.377850+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,johannesburg-cbd
privateproperty,RR4637899,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sandown/RR4637899,1 Bedroom Apartment in Sandown,7900.0,Sandown,Sandton,Gauteng,Apartment,1.0,1.0,,,,,,,,,"1 Bedroom Apartment in Sandown, This charming 1 bedroom, 1 bathroom ground floor apartment offers comfort, convenience, and great va",24 Mar 2026,2026-03-27T17:13:08.161880+00:00,to-rent,gauteng,johannesburg-metro,sandton,sandown
privateproperty,RR4618252,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/marshalltown/510-94-on-main/94-main-street/RR4618252,1 Bedroom Apartment in Marshalltown,6800.0,Marshalltown,Johannesburg Central,Gauteng,Apartment,1.0,1.0,1.0,,,,,,,Available Now,"1 Bedroom Apartment in Marshalltown, 510 94 On Main, 94 Main Street, 1 bed available in Marshalltown - No deposit Sign a 12 month lease to qualify for no deposit. Indul",26 Feb 2026,2026-03-27T17:13:12.153139+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,marshalltown
privateproperty,RR2969805,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/ormonde/ophirton/601-score-house/49-coventry-street/RR2969805,2 Bedroom Apartment in Ophirton,5500.0,Ormonde,Johannesburg South,Gauteng,Apartment,2.0,1.0,1.0,,42.0,,,,,,"2 Bedroom Apartment in Ophirton, 601 Score House, 49 Coventry Street, 2 Bedroom Available Elevate your urban living experience at Score House, where the vibrant energy of",30 Sep 2025,2026-03-27T17:13:15.587282+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,ormonde
privateproperty,RR4563112,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/ormonde/booysens/708-score-house/49-coventry-road/RR4563112,2 Bedroom Apartment in Booysens,5200.0,Ormonde,Johannesburg South,Gauteng,Apartment,2.0,1.0,1.0,,25.0,,,,,Available Now,"2 Bedroom Apartment in Booysens, 708 score house, 49 Coventry road, Elevate your urban living experience at Score House, where the vibrant energy of the city meets the",4 Dec 2025,2026-03-27T17:13:18.260807+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,ormonde
