source_site,listing_id,rental_url,title,monthly_rent,suburb,city,province,property_type,bedrooms,bathrooms,parking_spaces,garage,floor_area_sqm,land_area_sqm,levies,rates_taxes,furnished_flag,availability_text,description,listing_date,scraped_timestamp,pp_transaction_slug,pp_province_slug,pp_metro_slug,pp_city_slug,pp_suburb_slug
privateproperty,SYNRENT03041,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/forest-hill/SYNRENT03041,1 Bedroom House in Forest Hill,4150.0,Forest Hill,Johannesburg South,Gauteng,House,1.0,1.0,3.0,1.0,72.72414992399615,172.4649623982644,,,1.0,,"2 Bedroom Apartment in Marshalltown, 14 14 Delvers street, FIRST MONTH RENT FREE 50 OFF DEPOSIT! Modern, Secure Apartments in Marshalltown, Johannesburg Tak",27 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,forest-hill
privateproperty,SYNRENT03042,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/morningside/SYNRENT03042,1 Bedroom Apartment in Morningside,14400.0,Morningside,Sandton,Gauteng,Apartment,1.0,2.0,1.0,1.0,61.497170141628516,167.43072857227702,,,,,"3 Bedroom Penthouse in Houghton Estate, LIVE LIKE A KING IN THIS IMMACULATE PENTHOUSE Its exquisite, alluring and spacious enough to fit yo",06 Dec 2025,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,morningside
privateproperty,SYNRENT03043,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/rosebank-and-parktown/glen-austin/SYNRENT03043,7 Bedroom House in Glen Austin,3600.0,Glen Austin,Rosebank And Parktown,Gauteng,House,7.0,6.0,4.0,2.0,96.74421824836477,161.84481880806058,,,1.0,,"Studio apartment in Parktown, 39 Stanley Studios, 39 Stanley Avenue, Limited Special Offer: Move in with just a R2,500 deposit and enjoy lower upfront costs from day one",26 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,rosebank-and-parktown,glen-austin
privateproperty,SYNRENT03044,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/noordwyk/SYNRENT03044,2 Bedroom Apartment in Noordwyk,7350.0,Noordwyk,Midrand,Gauteng,Apartment,2.0,3.0,1.0,1.0,77.44519252326819,178.99946929959142,,,1.0,,"2 Bedroom Apartment in Broadacres, Step into this beautifully designed apartment and youre immediately welcomed by a sleek, modern blac",27 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,midrand,noordwyk
privateproperty,SYNRENT03045,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/halfway-gardens/SYNRENT03045,3 Bedroom House in Halfway Gardens,18400.0,Halfway Gardens,Midrand,Gauteng,House,3.0,3.0,1.0,1.0,240.43352085572545,235.74387608840732,,,1.0,,"1 Bedroom Apartment in Craigavon, 259 Ventura, 19 Cedar Ave W, Discover the epitome of modern living in this stunning one-bedroom 1st floor apartment, perfect for",26 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,midrand,halfway-gardens
privateproperty,SYNRENT03046,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/johannesburg-cbd/SYNRENT03046,0 Bedroom House in Johannesburg Cbd,6450.0,Johannesburg Cbd,Johannesburg Central,Gauteng,House,0.0,1.0,1.0,1.0,86.08169119129896,186.10390429587451,,,1.0,,"3 Bedroom House in Noordwyk, A lovely house in a pleasant and secure complex is available for you in Sagewood, Midrand. It has",15 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,johannesburg-cbd
privateproperty,SYNRENT03047,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/fourways/SYNRENT03047,2 Bedroom House in Fourways,33700.0,Fourways,Sandton,Gauteng,House,2.0,4.0,4.0,4.0,351.9957592314419,398.4818627373143,,,,,"3 Bedroom House in Kelvin, 28 ., 28 Louise Way, GORGEOUS FULLY FURNISHED KELVIN HOME This lovely home is fully furnished and fully equipped, in a q",03 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,fourways
privateproperty,SYNRENT03048,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/grand-central/SYNRENT03048,2 Bedroom Apartment in Grand Central,16900.0,Grand Central,Johannesburg Central,Gauteng,Apartment,2.0,1.0,3.0,3.0,80.88171698774595,173.66930815263567,,,1.0,,"2 Bedroom Apartment in Benmore Gardens, 501 Ben Avon - Ben Eden, 113 Elizabeth Avenue, Relaxed Living Awaits in Secure Benmore Gardens Your New Relaxed Pad in Benmore Gardens! Hey there!",25 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,grand-central
privateproperty,SYNRENT03049,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/yeoville/SYNRENT03049,0 Bedroom Apartment in Yeoville,7100.0,Yeoville,Sandton,Gauteng,Apartment,0.0,1.0,1.0,1.0,15.389370391805894,19.52985816920006,,,1.0,,"1 Bedroom Apartment in Braamfontein, Modern and spacious 1-bedroom apartment with a versatile loft space, ideal for a home office, second",21 Feb 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,yeoville
privateproperty,SYNRENT03050,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/SYNRENT03050,1 Bedroom Apartment in Sunninghill,4800.0,Sunninghill,Sandton,Gauteng,Apartment,1.0,2.0,1.0,1.0,86.27698423806892,175.31870908118321,,,,Available Now,"1 Bedroom Apartment in Illovo, 21 Chaplin RD, FIRST MONTH RENT FREE! Discover comfortable and convenient living at Circa Illovo Apartments, a bea",16 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,SYNRENT03051,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/bedfordview/kyalami-hills/SYNRENT03051,2 Bedroom House in Kyalami Hills,18500.0,Kyalami Hills,Bedfordview,Gauteng,House,2.0,2.0,3.0,1.0,90.22382842828216,203.72050180069994,,,1.0,,"5 Bedroom House in Linksfield Ridge, Situated on the mountainside in a secure, gated road and within walking distance of King David Schoo",27 Nov 2025,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,bedfordview,kyalami-hills
privateproperty,SYNRENT03052,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/randburg/ferndale/SYNRENT03052,2 Bedroom Apartment in Ferndale,7800.0,Ferndale,Randburg,Gauteng,Apartment,2.0,2.0,2.0,2.0,62.015155361208485,187.8778373987242,,,,Available Now,"2 Bedroom House in Morningside, The Topaz, Lower road, Stylish 2-Bedroom Fully Furnished Apartment with Modern Finishes Step into this elegant and fully f",13 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,randburg,ferndale
privateproperty,SYNRENT03053,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/kyalami/SYNRENT03053,6 Bedroom House in Kyalami,22600.0,Kyalami,Midrand,Gauteng,House,6.0,4.0,2.0,1.0,90.45699423149816,169.293922386571,,,1.0,Available Now,"3 Bedroom House in Bedford Gardens, This is a spacious 3 bed 2 bathrooms, and main ensuite apartment. Is available to rent for R15000.Th",23 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,midrand,kyalami
privateproperty,SYNRENT03054,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/north-riding-to-lanseria/jackal-creek-northriding/SYNRENT03054,1 Bedroom House in Jackal Creek Northriding,15300.0,Jackal Creek Northriding,North Riding To Lanseria,Gauteng,House,1.0,3.0,1.0,1.0,180.16051369433472,169.57885004567768,,,1.0,Available Now,"4 Bedroom House in Hyde Park, Furnished Mansion available at the best address A contemporary Masterpiece with integrated living sp",16 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,north-riding-to-lanseria,jackal-creek-northriding
privateproperty,SYNRENT03055,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/bedfordview/SYNRENT03055,2 Bedroom Apartment in Bedfordview,16200.0,Bedfordview,Midrand,Gauteng,Apartment,2.0,1.0,4.0,4.0,87.54632659751276,40.71597204815652,,,1.0,,"2 Bedroom Apartment in Grand Central, 92 on New, 92 New Rd, fully furnished unit 2 Bedrooms with beds & built-in cupboards 1 Full bathroom bath & shower Open-pl",10 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,midrand,bedfordview
privateproperty,SYNRENT03056,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/fourways/SYNRENT03056,4 Bedroom House in Fourways,39400.0,Fourways,Sandton,Gauteng,House,4.0,4.0,3.0,1.0,76.09765527925833,162.84136328168114,,,1.0,,"5 Bedroom House in Woodmead, 5 bed main house with 3 bath inventor,bar ,2 einsuite lounge with fire place kitchine ,dinning room",26 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,fourways
privateproperty,SYNRENT03057,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/northcliff/melville/SYNRENT03057,2 Bedroom House in Melville,17100.0,Melville,Northcliff,Gauteng,House,2.0,1.0,2.0,2.0,1.0,1.0,,,1.0,,"1 Bedroom House in Bezuidenhout Valley, Stunning 1 bedroom house to rent in Kensington This home will be suitable for a loving family with",14 May 2025,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,northcliff,melville
privateproperty,SYNRENT03058,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/westdene/SYNRENT03058,0 Bedroom Apartment in Westdene,3500.0,Westdene,Sandton,Gauteng,Apartment,0.0,1.0,2.0,1.0,88.24524639272822,169.72134634077943,,,1.0,,"3 Bedroom Apartment in Klipspruit, Orlando Towers is where vibrant living meets everyday convenience a place designed for comfort, con",27 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,westdene
privateproperty,SYNRENT03059,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/ridgeway/SYNRENT03059,5 Bedroom House in Ridgeway,25500.0,Ridgeway,Johannesburg South,Gauteng,House,5.0,5.0,6.0,2.0,459.43870229776525,114.85967557444131,,,1.0,,"3 Bedroom House in Craighall Park, 19 Grosvenor, This property is located in close proximity to Craighall Primary as well as St Teresa Schools as wel",16 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,ridgeway
privateproperty,SYNRENT03060,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/bryanston/SYNRENT03060,2 Bedroom House in Bryanston,13300.0,Bryanston,Johannesburg Central,Gauteng,House,2.0,1.0,3.0,1.0,84.17164952492743,21.042912381231858,,,1.0,,"2 Bedroom Apartment in Sandown, 124 SS THE CAPITAL ON THE PARK, 101 Katherine Street, Come and view this stunning 2 bed, 2 bath in Capital on Park Sandown. Situated on the 1st Floor th",08 Aug 2025,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,bryanston
privateproperty,SYNRENT03061,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bryanston/SYNRENT03061,1 Bedroom House in Bryanston,10300.0,Bryanston,Sandton,Gauteng,House,1.0,2.0,1.0,1.0,97.54191390395522,24.385478475988805,,,,,"2 Bedroom House in Blue Hills, 2 The Junction, 2 Held Drive, Modern Living Starts Here Welcome to this remarkable security complex that is designed to fulfil a",22 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,bryanston
privateproperty,SYNRENT03062,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/linmeyer/SYNRENT03062,2 Bedroom House in Linmeyer,11100.0,Linmeyer,Johannesburg South,Gauteng,House,2.0,3.0,1.0,1.0,105.01054095695567,185.74522349809348,,,,Available Now,"5 Bedroom House in Hyde Park, Nestled in the prestigious Hyde Park suburb of Sandton, the Germini residence offers a blend of eleg",13 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,linmeyer
privateproperty,SYNRENT03063,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/hurlingham/SYNRENT03063,2 Bedroom House in Hurlingham,19600.0,Hurlingham,Sandton,Gauteng,House,2.0,2.0,3.0,2.0,88.31668109538998,72.66201389795195,,,1.0,Available Now,"House in Rembrandt Park, Bachelor Apartment to Rent Ideal for a Professional Single or Couple Well-maintained bachelor apa",11 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,hurlingham
privateproperty,SYNRENT03064,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/ferndale/SYNRENT03064,2 Bedroom Apartment in Ferndale,6750.0,Ferndale,Johannesburg South,Gauteng,Apartment,2.0,1.0,1.0,1.0,89.76971507289441,173.6487182980158,,,1.0,Available Now,"4 Bedroom House in Fourways Gardens, Corporate Rental Only - This extraordinary four-bedroom, four-bathroom residence epitomizes sophist",15 Jun 2025,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,ferndale
privateproperty,SYNRENT03065,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/bedfordview/bedfordview/SYNRENT03065,4 Bedroom House in Bedfordview,28600.0,Bedfordview,Bedfordview,Gauteng,House,4.0,3.0,3.0,2.0,92.54564005596977,164.07543909217264,,,1.0,Available Now,"2 Bedroom Apartment in Craighall, Alexandra Avenue, 2 Bedroom Ground Floor Apartment to Let Coconut Grove, Craighall Welcome to this beautiful 2-bedroo",23 Nov 2022,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,bedfordview,bedfordview
privateproperty,SYNRENT03066,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/kyalami-ah/SYNRENT03066,2 Bedroom House in Kyalami Ah,22400.0,Kyalami Ah,Midrand,Gauteng,House,2.0,1.0,3.0,1.0,90.38691272688456,173.79959685341882,,,1.0,,"1 Bedroom House in Bram Fisherville, This neat and well-maintained bachelor unit offers comfortable and convenient living, perfect for a",13 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,midrand,kyalami-ah
privateproperty,SYNRENT03067,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/halfway-gardens/SYNRENT03067,3 Bedroom Apartment in Halfway Gardens,19600.0,Halfway Gardens,Midrand,Gauteng,Apartment,3.0,4.0,1.0,1.0,89.87290239030317,164.14684555328745,,,1.0,Available Now,"3 Bedroom House in Kensington, 3 bedroom house for rent from 1st April This character home comprises ent hall, lounge, 3 spacious",19 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,midrand,halfway-gardens
privateproperty,SYNRENT03068,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/waterfall-estate/SYNRENT03068,3 Bedroom House in Waterfall Estate,68800.0,Waterfall Estate,Midrand,Gauteng,House,3.0,4.0,4.0,4.0,507.96764643392623,126.99191160848156,,,1.0,Available Now,"1 Bedroom Apartment in Strathavon, 87648 Via Arezzio, 174 Daisy Street, Stylish 1-Bedroom Apartment in Sandown Welcome to this charming and well-appointed 1-bedroom, 1-bat",16 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,midrand,waterfall-estate
privateproperty,SYNRENT03069,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/bedfordview/bedfordview/SYNRENT03069,4 Bedroom House in Bedfordview,25000.0,Bedfordview,Bedfordview,Gauteng,House,4.0,4.0,6.0,3.0,105.78880838086178,192.47496947145692,,,1.0,Available Now,"4 Bedroom Apartment in Treesbank AH, C-HMLA20B Helderfontein Meander Lifestyle Apartments, 1 Celery Drive, FREE Uncapped Internet Access Load-shedding Solutions Solar Backups for lights and internet,",12 May 2019,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,bedfordview,bedfordview
privateproperty,SYNRENT03070,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/kensington/SYNRENT03070,4 Bedroom Apartment in Kensington,15400.0,Kensington,Johannesburg Central,Gauteng,Apartment,4.0,2.0,1.0,1.0,227.0650465439591,488.6435457279298,,,1.0,Available Now,"Studio Apartment in Johannesburg CBD, 450-52 Newgate, 108 Rahima Moosa, Convenient Apartments to Rent in Newgate Mall, Johannesburg LIMITED OFFER: FLEXI DEPOSIT OPTIONS AV",27 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,kensington
privateproperty,SYNRENT03071,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/bram-fisherville/SYNRENT03071,1 Bedroom House in Bram Fisherville,1600.0,Bram Fisherville,Johannesburg South,Gauteng,House,1.0,1.0,1.0,1.0,90.13027059361376,179.39255087512004,,,1.0,,"3 Bedroom House in Wendywood, Spacious upmarket family home with pool...in quiet and secure boomed enclosure! This home is in a gr",20 Nov 2024,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,bram-fisherville
privateproperty,SYNRENT03072,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/rosebank-and-parktown/parkhurst/SYNRENT03072,2 Bedroom House in Parkhurst,27000.0,Parkhurst,Rosebank And Parktown,Gauteng,House,2.0,2.0,5.0,3.0,100.48267240172018,486.27160087585696,,,1.0,Available Now,"2 Bedroom Apartment in Noordwyk, This beautiful apartment, featuring two bedrooms, is now available for rent in the highly desirable",27 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,rosebank-and-parktown,parkhurst
privateproperty,SYNRENT03073,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/kyalami/SYNRENT03073,3 Bedroom House in Kyalami,24700.0,Kyalami,Midrand,Gauteng,House,3.0,3.0,2.0,2.0,95.20060949318236,169.84689855573504,,,1.0,,"2 Bedroom Apartment in Hurlingham, 34 Stirling Rd, Hurlingham, Step into this beautifully designed, fully furnished apartment offering a perfect blend of comfort,",12 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,midrand,kyalami
privateproperty,SYNRENT03074,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/soweto/hyde-park/SYNRENT03074,3 Bedroom House in Hyde Park,5300.0,Hyde Park,Soweto,Gauteng,House,3.0,1.0,2.0,1.0,106.60659053127515,177.5199718820366,,,1.0,,"3 Bedroom House in Sundowner, Charming Family Home for Rent Pet Friendly & Perfect for Entertaining Please note that viewings on",09 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,soweto,hyde-park
privateproperty,SYNRENT03075,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/halfway-gardens/SYNRENT03075,4 Bedroom House in Halfway Gardens,16500.0,Halfway Gardens,Midrand,Gauteng,House,4.0,3.0,1.0,1.0,99.33814421426806,187.28477502040482,,,1.0,Available Now,"2 Bedroom Apartment in Berea, With HOMii, you can live your best life in the city, this One & half-bedroom apartment with friends.",14 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,midrand,halfway-gardens
privateproperty,SYNRENT03076,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/braamfontein/SYNRENT03076,1 Bedroom Apartment in Braamfontein,7100.0,Braamfontein,Johannesburg Central,Gauteng,Apartment,1.0,1.0,2.0,2.0,99.73889452457473,182.02589081208916,,,1.0,,"4 Bedroom House in Kyalami Glen Estate, 4 Bedroom Family Home To Let in Kyalami Glen Situated in the sought-after Kyalami Glen, this spacio",12 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,braamfontein
privateproperty,SYNRENT03077,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/ormonde/SYNRENT03077,4 Bedroom House in Ormonde,7850.0,Ormonde,Sandton,Gauteng,House,4.0,1.0,3.0,3.0,54.32759594353518,160.28174868059864,,,1.0,,"1 Bedroom House in Country View, Stunning 2bedroom house for sharing. The house offers a spacious kitchen with enough cupboard space",23 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,ormonde
privateproperty,SYNRENT03078,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/fourways/SYNRENT03078,5 Bedroom House in Fourways,40100.0,Fourways,Sandton,Gauteng,House,5.0,3.0,6.0,2.0,491.7431482006,122.93578705015,,,1.0,Available Now,"4 Bedroom House in Willaway, 30 Lyndore Street, 4 Bedrooms | 3 Bathrooms | Study | Fully Furnished | Secure Estate Living Experience elegant, move-",27 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,fourways
privateproperty,SYNRENT03079,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/fourways-gardens/SYNRENT03079,3 Bedroom House in Fourways Gardens,32000.0,Fourways Gardens,Sandton,Gauteng,House,3.0,2.0,3.0,2.0,221.1452799167223,433.5001354381292,,,1.0,Available Now,"4 Bedroom House in Fourways, Exclusive Sole Mandate: An exquisite Italian-inspired family home situated in the prestigious Dainfe",20 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,fourways-gardens
privateproperty,SYNRENT03080,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/north-riding-to-lanseria/chartwell/SYNRENT03080,4 Bedroom House in Chartwell,20600.0,Chartwell,North Riding To Lanseria,Gauteng,House,4.0,2.0,3.0,1.0,92.33970411576988,182.49936530049027,,,1.0,Available Now,"3 Bedroom House in Suideroord, Exquisite Three-Bedroom Residence in Suideroord: Sophisticated Living Awaits Distinguished Suburban",26 Feb 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,north-riding-to-lanseria,chartwell
privateproperty,SYNRENT03081,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/marshalltown/SYNRENT03081,2 Bedroom Apartment in Marshalltown,1000.0,Marshalltown,Johannesburg Central,Gauteng,Apartment,2.0,2.0,1.0,1.0,88.29674845436678,174.370102974956,,,,,"3 Bedroom House in Lombardy East, Spacious 3-Bedroom Home with Modern Kitchen and Garden in Lombardy East This spacious 3-bedroom, 1-",11 May 2019,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,marshalltown
privateproperty,SYNRENT03082,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/fourways/SYNRENT03082,3 Bedroom House in Fourways,33200.0,Fourways,Sandton,Gauteng,House,3.0,1.0,2.0,2.0,96.57055813962398,197.53899293460353,,,1.0,,"1 Bedroom House in Bromhof, This neat and fully furnished 1-bedroom, 1-bathroom flatlet offers a comfortable and low-maintenance",14 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,fourways
privateproperty,SYNRENT03083,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/north-riding-to-lanseria/sharonlea/SYNRENT03083,5 Bedroom House in Sharonlea,24900.0,Sharonlea,North Riding To Lanseria,Gauteng,House,5.0,4.0,4.0,4.0,92.34755249213694,23.086888123034235,,,,Available Now,"3 Bedroom House in Malanshof, Beautiful home in quiet cul-de-sac setting for added peace of mind This beautiful home is situated i",07 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,north-riding-to-lanseria,sharonlea
privateproperty,SYNRENT03084,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/linden/SYNRENT03084,0 Bedroom Apartment in Linden,9800.0,Linden,Midrand,Gauteng,Apartment,0.0,2.0,3.0,1.0,70.74315327154177,169.2331928293476,,,1.0,Available Now,"3 Bedroom House in Rosettenville, 3 BEDROOM FREE STANDING HOUSE AT LANG STREET, ROSETTENVILLE, JOHANNESBURG SOUTH. WITH LOUNGE, KITCH",27 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,midrand,linden
privateproperty,SYNRENT03085,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/woodmead/SYNRENT03085,5 Bedroom House in Woodmead,38200.0,Woodmead,Sandton,Gauteng,House,5.0,2.0,1.0,1.0,96.14692602474146,186.7952928284155,,,,,"1 Bedroom Apartment in Buccleuch, 130A The Gibson, 9 Gibson Street west, New build. Modern. 1 Bedroom apartment . Close to Sandton,Makro, Woodmead Outlet, other centres,free",27 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,woodmead
privateproperty,SYNRENT03086,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/north-riding-to-lanseria/north-riding/SYNRENT03086,4 Bedroom House in North Riding,51800.0,North Riding,North Riding To Lanseria,Gauteng,House,4.0,2.0,5.0,3.0,102.96704528854417,191.5393314090195,,,,,"1 Bedroom Apartment in Morningside, 106 SS THE VIEW, 5 Michelle Street, NOTE: Viewings taking place only during the OPEN HOUR on 2 April 2026 from 4pm to 5pm Welcome to Th",10 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,north-riding-to-lanseria,north-riding
privateproperty,SYNRENT03087,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/fourways/SYNRENT03087,3 Bedroom Apartment in Fourways,12700.0,Fourways,Sandton,Gauteng,Apartment,3.0,1.0,5.0,2.0,104.70131976857307,175.31359237213124,,,,,"3 Bedroom House in Noordwyk, For Rent: Stunning 3-Bedroom, 2-Bathroom Single-Story Home in Noordwyk Looking for a perfect family",27 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,fourways
privateproperty,SYNRENT03088,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/rosebank-and-parktown/norwood/SYNRENT03088,3 Bedroom House in Norwood,17400.0,Norwood,Rosebank And Parktown,Gauteng,House,3.0,2.0,2.0,1.0,106.71666885336583,991.0,,,1.0,,"1 Bedroom Apartment in Lonehill, This unit is a neat one bedroom unit with great privacy Covered balcony looking out onto mature tre",27 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,rosebank-and-parktown,norwood
privateproperty,SYNRENT03089,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/rosebank-and-parktown/rosebank/SYNRENT03089,2 Bedroom Apartment in Rosebank,19700.0,Rosebank,Rosebank And Parktown,Gauteng,Apartment,2.0,2.0,4.0,2.0,82.35550638437763,184.61687511176268,,,1.0,,"3 Bedroom Apartment in Sandringham, Move-in ready apartment in Brookfield with full back up water and electricity. Open-plan kitchen an",21 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,rosebank-and-parktown,rosebank
