source_site,listing_id,listing_url,title,purchase_price,suburb,city,province,property_type,bedrooms,bathrooms,parking_spaces,garage,floor_area_sqm,land_area_sqm,levies,rates_taxes,description,listing_date,scraped_timestamp,pp_transaction_slug,pp_province_slug,pp_metro_slug,pp_city_slug,pp_suburb_slug,purchase_price_Rands
privateproperty,SYNSALE03818,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/randburg/noordwyk/SYNSALE03818,0 Bedroom Apartment in Noordwyk,6760000.0,Noordwyk,Randburg,Gauteng,Apartment,0.0,1.0,1.0,1.0,55.96123183981878,176.8426935042228,2308.3303803969693,1095.173594899333,"2 Bedroom Apartment in Jackal Creek Golf Estate, Modern Open-Plan Living in Oak Hill Layout: Enjoy seamless flow in this fully tiled open plan flat,",11 Mar 2026,2026-03-27T16:32:22+00:00,for-sale,gauteng,johannesburg-metro,randburg,noordwyk,676000.0
privateproperty,SYNSALE03819,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/fourways/SYNSALE03819,2 Bedroom House in Fourways,24750000.0,Fourways,Sandton,Gauteng,House,2.0,3.0,3.0,3.0,98.93450114608429,253.29281043973646,1467.3748196949755,1771.856240919758,"5 Bedroom House in Blue Hills, FOR SALE: Elegant 5-Bedroom Modern Home in Blue Hills Price: R3650 000 Step into refined, contempor",20 Oct 2025,2026-03-27T16:32:22+00:00,for-sale,gauteng,johannesburg-metro,sandton,fourways,2475000.0
privateproperty,SYNSALE03820,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/northcliff/SYNSALE03820,2 Bedroom House in Northcliff,4740000.0,Northcliff,Sandton,Gauteng,House,2.0,2.0,1.0,1.0,34.61907806589441,181.70797078958074,653.0146600134706,509.7794636145342,"2 Bedroom Apartment in Carlswald Estate, 77 222 la masion royale-nb, 82 tamboti road, 2 la masion royale, This modern recently development apartment is located on the ground floor at La Maison Royale in Tam",13 Mar 2026,2026-03-27T16:32:22+00:00,for-sale,gauteng,johannesburg-metro,sandton,northcliff,474000.0
privateproperty,SYNSALE03821,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/boskruin/SYNSALE03821,4 Bedroom House in Boskruin,24230000.0,Boskruin,North Riding To Lanseria,Gauteng,House,4.0,2.0,3.0,3.0,105.83189211350631,26.45797302837658,2420.308697008455,2517.6744036093455,"3 Bedroom House in Zandspruit, Prime location. Premium returns. Baltimore Lifestyle Estate is more than just a home its an opportu",10 Feb 2026,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,boskruin,2423000.0
privateproperty,SYNSALE03822,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/north-riding/SYNSALE03822,2 Bedroom Apartment in North Riding,2710000.0,North Riding,North Riding To Lanseria,Gauteng,Apartment,2.0,1.0,1.0,1.0,81.36400470014406,62.569204272063196,1091.0844365587357,413.3426611707529,"2 Bedroom House in Riverside View, 155 ss herons@riverside, 36 porcupine park avenue, Charming Two Bedroom One Bathroom Home for Sale in Riverside View, Midrand Situated in the vibrant",19 Mar 2026,2026-03-27T16:32:22+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,north-riding,271000.0
privateproperty,SYNSALE03823,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/cosmo-city/SYNSALE03823,2 Bedroom House in Cosmo City,16010000.0,Cosmo City,North Riding To Lanseria,Gauteng,House,2.0,2.0,1.0,1.0,67.32900024940606,238.76308926770568,1706.623542263272,2102.3193157627393,"4 Bedroom House in Bryanston, 8 berkeley heights, 3 berkeley road, Ideally positioned within the sought-after Berkeley Heights Estate, this immaculate residence offers",08 Jul 2025,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,cosmo-city,1601000.0
privateproperty,SYNSALE03824,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/broadacres/SYNSALE03824,4 Bedroom Apartment in Broadacres,12850000.0,Broadacres,Sandton,Gauteng,Apartment,4.0,2.0,2.0,2.0,110.68309999281604,173.36186688684492,1505.6285983866853,1299.6100258898298,"5 Bedroom House in Ferndale, 6 short, LOCATION and SAFTETY! NO agents, private sale via owners. Owner will start negotiating offers abov",10 Aug 2025,2026-03-27T16:32:22+00:00,for-sale,gauteng,johannesburg-metro,sandton,broadacres,1285000.0
privateproperty,SYNSALE03825,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/northcliff/montgomery-park/SYNSALE03825,5 Bedroom House in Montgomery Park,22960000.0,Montgomery Park,Northcliff,Gauteng,House,5.0,3.0,8.0,2.0,344.4838240634542,742.9823173331222,957.4394746468348,1675.6591198609678,"Studio apartment in Rosebank, 207 the hive at rosebank, 39 ashford road, Stylish Studio in Rosebank The Hive Oxford Step into smart city living at The Hive Oxford, perfect",20 Feb 2026,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,northcliff,montgomery-park,2296000.0
privateproperty,SYNSALE03826,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-central/newtown/SYNSALE03826,2 Bedroom House in Newtown,4630000.0,Newtown,Johannesburg Central,Gauteng,House,2.0,1.0,2.0,2.0,92.71811683518744,175.401677677057,2036.8521489308698,801.5704606938298,"2 Bedroom Apartment in Bryanston, Modern Sophistication, Like New, Ground Floor Apartment Low Levies. Upmarket Apartment with Monthly",09 Nov 2025,2026-03-27T16:32:22+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-central,newtown,463000.0
privateproperty,SYNSALE03827,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/morningside/SYNSALE03827,1 Bedroom Apartment in Morningside,16180000.0,Morningside,Sandton,Gauteng,Apartment,1.0,2.0,2.0,2.0,140.5926675338437,181.44746563533488,2642.6074911643163,1543.6762728206368,"2 Bedroom House in Clayville, This property consist of 3 bedrooms, 2 bathroom,separate toilet, lounge open plan,fitted kitchen, ou",27 Mar 2026,2026-03-27T16:32:22+00:00,for-sale,gauteng,johannesburg-metro,sandton,morningside,1618000.0
privateproperty,SYNSALE03828,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/blue-hills/SYNSALE03828,7 Bedroom House in Blue Hills,182800000.0,Blue Hills,Midrand,Gauteng,House,7.0,5.0,5.0,4.0,840.0,210.0,3937.322081534391,7687.970000000003,"4 Bedroom House in Liefde en Vrede, Contact us for more information and to book a viewing today This beautifully designed 4-bedroom ho",17 Jun 2025,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,midrand,blue-hills,18280000.0
privateproperty,SYNSALE03829,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/northcliff/kyalami/SYNSALE03829,4 Bedroom House in Kyalami,59800000.0,Kyalami,Northcliff,Gauteng,House,4.0,1.0,2.0,1.0,796.0803001271858,199.02007503179644,2664.4899920164016,5510.491822434316,"6 Bedroom House in Ferndale, Renovators dream. Needs work. Price reduced to sell. Location counts. Ferndale EXT Beverly Garden",08 Mar 2026,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,northcliff,kyalami,5980000.0
privateproperty,SYNSALE03830,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/halfway-gardens/SYNSALE03830,4 Bedroom Apartment in Halfway Gardens,2080000.0,Halfway Gardens,Midrand,Gauteng,Apartment,4.0,1.0,1.0,1.0,101.17026306879795,180.25037636773456,1919.12632056052,442.66059838234025,"4 Bedroom House in Douglasdale, NO TRANSFER DUTIES FOR THE PURCHASER SAVING TO THE PURCHASER OF ABOUT R170 000. 530 SQM FAMILY HOME",01 Mar 2026,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,midrand,halfway-gardens,208000.0
privateproperty,SYNSALE03831,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/craigavon/SYNSALE03831,3 Bedroom House in Craigavon,31220000.0,Craigavon,North Riding To Lanseria,Gauteng,House,3.0,1.0,2.0,2.0,268.0056864402745,300.49224704165607,2092.1475598171223,3499.691647761925,"3 Bedroom House in Craigavon, Totally Revamped, No Expense Spared, Selling Way Below Cost. This Architectural Designed Home has t",05 Apr 2025,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,craigavon,3122000.0
privateproperty,SYNSALE03832,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/randburg/naturena/SYNSALE03832,4 Bedroom House in Naturena,4340000.0,Naturena,Randburg,Gauteng,House,4.0,1.0,3.0,3.0,75.05187690261343,156.56156897760368,1727.2236067928436,883.7474134956827,"4 Bedroom House in Bryanston, 28 bryanston country estate, 78 bryanston drive, Luxury 4 Bedroom House in Bryanston Country Estate Bryanston Country Estate offers a secure, master",04 Mar 2026,2026-03-27T16:32:22+00:00,for-sale,gauteng,johannesburg-metro,randburg,naturena,434000.0
privateproperty,SYNSALE03833,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/sandton-central/SYNSALE03833,2 Bedroom Apartment in Sandton Central,19890000.0,Sandton Central,Sandton,Gauteng,Apartment,2.0,3.0,4.0,2.0,69.73123362261904,161.73893602421515,2181.637341882198,1192.2956749802213,"1 Bedroom Apartment in Lonehill, 47 monterrey, 15 capricorn drive, 1 Bed, 1 Bath Apartment - Lonehill Fabulous Executive Apartment with Unobstructed Views Includes A",12 Feb 2026,2026-03-27T16:32:22+00:00,for-sale,gauteng,johannesburg-metro,sandton,sandton-central,1989000.0
privateproperty,SYNSALE03834,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/northcliff/newlands/SYNSALE03834,0 Bedroom House in Newlands,5820000.0,Newlands,Northcliff,Gauteng,House,0.0,1.0,1.0,1.0,233.87874153643878,493.0550991125069,2296.200349775268,2419.113405468123,"3 Bedroom Apartment in Sandhurst, 401 embassy towers, sandhurst, 4 galway place, LANDMARK SANDHURST APARTMENT!! 3 BED IN THE ICONIC EMBASSY TOWERS! ONLINE LIQUIDATION AUCTION In Li",14 Mar 2026,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,northcliff,newlands,582000.0
privateproperty,SYNSALE03835,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/randburg/blairgowrie/SYNSALE03835,5 Bedroom House in Blairgowrie,25640000.0,Blairgowrie,Randburg,Gauteng,House,5.0,1.0,8.0,2.0,259.58906431679793,64.89726607919948,1758.8752299737037,1630.2348836415204,"4 Bedroom House in Paulshof, 59 isipingo avenue, NEW RELEASE - SOLE MANDATE Inviting serious buyers to view and negotiate from R2,750,000 Located",20 Feb 2026,2026-03-27T16:32:22+00:00,for-sale,gauteng,johannesburg-metro,randburg,blairgowrie,2564000.0
privateproperty,SYNSALE03836,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/dainfern/SYNSALE03836,5 Bedroom House in Dainfern,190510000.0,Dainfern,Sandton,Gauteng,House,5.0,5.0,1.0,1.0,569.5608978329021,885.665487852364,4673.0693841495595,1018.3635003571642,"3 Bedroom House in Halfway Gardens, This modern home is well located with a safe and secure security boomed area. The home has 3 spacio",19 Sep 2025,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,sandton,dainfern,19051000.0
privateproperty,SYNSALE03837,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/carlswald-estate/SYNSALE03837,2 Bedroom Apartment in Carlswald Estate,11670000.0,Carlswald Estate,Midrand,Gauteng,Apartment,2.0,1.0,2.0,2.0,82.58239536872725,183.37977348332547,2445.552075758186,905.7645173260079,"1 Bedroom Apartment in Albertville, 26 van zyle, One bedroom apartment for sale R500 000 Gorgeous one bedroom apartment in a secure and well-managed",07 Sep 2025,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,midrand,carlswald-estate,1167000.0
privateproperty,SYNSALE03838,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/hurlingham/SYNSALE03838,1 Bedroom Apartment in Hurlingham,49180000.0,Hurlingham,Sandton,Gauteng,Apartment,1.0,3.0,4.0,3.0,511.36685636897096,127.84171409224274,3650.157823786185,6002.365466117589,"2 Bedroom Apartment in Killarney, 39 daventry court, 10 riviera road, Sleek, spacious & secure, open plan apartment with bonus staff quarters Seller asking R1 350 000. T",04 Sep 2025,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,sandton,hurlingham,4918000.0
privateproperty,SYNSALE03839,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/nooitgedacht/SYNSALE03839,2 Bedroom House in Nooitgedacht,21600000.0,Nooitgedacht,Johannesburg South,Gauteng,House,2.0,2.0,4.0,1.0,223.77364414028006,513.0898279514827,855.1125986052191,959.2465130153786,"3 Bedroom Apartment in Sandton Central, 1b the leonardo, 75 maude street, Experience unmatched luxury and space with our three-bedroom residence at The Leonardo an iconic ad",27 Mar 2026,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,nooitgedacht,2160000.0
privateproperty,SYNSALE03840,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/bedford-gardens/SYNSALE03840,4 Bedroom House in Bedford Gardens,78710000.0,Bedford Gardens,Soweto,Gauteng,House,4.0,3.0,7.0,3.0,768.0161503181428,192.0040375795357,2795.8569079109443,5541.836852732228,"2 Bedroom Apartment in Noordwyk, Discover modern, low-maintenance living in this neat and well-kept 2-bedroom, 2- bathroom apartment,",08 Jul 2025,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,soweto,bedford-gardens,7871000.0
privateproperty,SYNSALE03841,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/fourways/SYNSALE03841,2 Bedroom Apartment in Fourways,8130000.0,Fourways,Sandton,Gauteng,Apartment,2.0,2.0,3.0,2.0,80.87518750091097,175.82221490438027,1779.1829457470803,632.9958415002079,"2 Bedroom House in Protea Glen, 36. umsinga street, A Cozy Home with Extra Space Outside This lovely home features 2 bedrooms, each fitted with built-i",27 Feb 2026,2026-03-27T16:32:22+00:00,for-sale,gauteng,johannesburg-metro,sandton,fourways,813000.0
privateproperty,SYNSALE03842,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/northcliff/victory-park/SYNSALE03842,3 Bedroom House in Victory Park,31960000.0,Victory Park,Northcliff,Gauteng,House,3.0,3.0,6.0,3.0,74.71290095803836,34.15346046451996,2053.3903992462606,2289.339140631399,"4 Bedroom House in Paulshof, 59 isipingo avenue, NEW RELEASE - SOLE MANDATE Inviting serious buyers to view and negotiate from R2,750,000 Located",20 Apr 2025,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,northcliff,victory-park,3196000.0
privateproperty,SYNSALE03843,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/broadacres/SYNSALE03843,4 Bedroom House in Broadacres,32690000.0,Broadacres,Sandton,Gauteng,House,4.0,2.0,3.0,2.0,81.75303002651117,782.1201272889001,2939.357642506589,1357.3837815088034,"6 Bedroom House in Greenside, This stunning property in Greenside, Johannesburg, offers an extraordinary living experience with it",28 Nov 2025,2026-03-27T16:32:22+00:00,for-sale,gauteng,johannesburg-metro,sandton,broadacres,3269000.0
privateproperty,SYNSALE03844,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/rosebank-and-parktown/rosebank/SYNSALE03844,1 Bedroom Apartment in Rosebank,11120000.0,Rosebank,Rosebank And Parktown,Gauteng,Apartment,1.0,1.0,1.0,1.0,12.4411600053862,189.53708054028854,1108.4130922834395,2105.7049689289947,"2 Bedroom Apartment in Bryanston, 90 balcairn, 26 john road, Stylish 2-Bed, 2-Bath Apartment with Loft in prime position in Bryanston This beautifully designed",27 Jan 2026,2026-03-27T16:32:22+00:00,for-sale,gauteng,johannesburg-metro,rosebank-and-parktown,rosebank,1112000.0
privateproperty,SYNSALE03845,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/carlswald/SYNSALE03845,4 Bedroom Apartment in Carlswald,8870000.0,Carlswald,Midrand,Gauteng,Apartment,4.0,1.0,1.0,1.0,75.2035161105445,171.2783655704067,1508.7498827081324,395.2623511316056,"2 Bedroom Apartment in Olivedale, Stunning Contemporary like Brand New 2 bedrooms apartment. Middle floor. Tight security. All w",11 Jan 2026,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,midrand,carlswald,887000.0
privateproperty,SYNSALE03846,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/nooitgedacht/SYNSALE03846,1 Bedroom House in Nooitgedacht,1600000.0,Nooitgedacht,North Riding To Lanseria,Gauteng,House,1.0,1.0,2.0,1.0,88.58856048850323,262.03502225527944,921.345175552072,246.87982911435222,"4 Bedroom House in Helderfontein Estate, An Exquisite 4-Bedroom Estate Home Welcome to an unparalleled luxury living experience in the prest",05 Mar 2026,2026-03-27T16:32:22+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,nooitgedacht,160000.0
privateproperty,SYNSALE03847,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/north-riding/SYNSALE03847,2 Bedroom House in North Riding,11970000.0,North Riding,North Riding To Lanseria,Gauteng,House,2.0,1.0,2.0,1.0,75.8691014353728,185.86453102269235,1354.0781715803182,246.86486912682753,"5 Bedroom House in Blue Hills, FOR SALE: Elegant 5-Bedroom Modern Home in Blue Hills Price: R3650 000 Step into refined, contempor",25 Jan 2025,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,north-riding,1197000.0
privateproperty,SYNSALE03848,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/bryanston/SYNSALE03848,6 Bedroom House in Bryanston,76570000.0,Bryanston,Midrand,Gauteng,House,6.0,5.0,5.0,1.0,816.5541316302057,204.13853290755142,5163.243207967348,3163.8561615472636,"2 Bedroom Apartment in Glen Austin AH, 140 the austin luxury apartments, 55 austin, OCCUPATION 1st MARCH 2026!! Modern 2-Bedroom Unit with Exceptional Amenities Welcome to your new h",14 Sep 2025,2026-03-27T16:32:22+00:00,for-sale,gauteng,johannesburg-metro,midrand,bryanston,7657000.0
privateproperty,SYNSALE03849,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/bryanston/SYNSALE03849,5 Bedroom House in Bryanston,190510000.0,Bryanston,Sandton,Gauteng,House,5.0,5.0,8.0,4.0,1.0,1.0,9978.866268895961,7687.970000000003,"2 Bedroom House in Protea Glen, 93 igwayigwayi street, 2BEDROOM HOUSE. WELL PRICED TO SELL. Introducing a solid investment property located at the heart",03 Mar 2023,2026-03-27T16:32:22+00:00,for-sale,gauteng,johannesburg-metro,sandton,bryanston,19051000.0
privateproperty,SYNSALE03850,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/the-hill/SYNSALE03850,3 Bedroom Apartment in The Hill,11170000.0,The Hill,Johannesburg South,Gauteng,Apartment,3.0,2.0,2.0,2.0,92.76820435144971,26.66428168436517,1406.5459337730406,1090.9122531886976,"3 Bedroom House in Melville, 13 9th avenue, Charming Corner Stand Property for Sale Full of Character! This beautifully maintained and newly p",08 Jun 2025,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,the-hill,1117000.0
privateproperty,SYNSALE03851,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/kibler-park/SYNSALE03851,3 Bedroom House in Kibler Park,9600000.0,Kibler Park,Johannesburg South,Gauteng,House,3.0,1.0,1.0,1.0,26.210178782600607,60.98042819916586,1849.5835548075156,1500.5258550177393,"1 Bedroom Apartment in Darrenwood, Stylish Loft Apartment in Darrenwood Ultra-Stylish Loft Living in the Heart of Darrenwood 63 unit",13 Feb 2026,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,kibler-park,960000.0
privateproperty,SYNSALE03852,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/lenasia-to-ennerdale/lenasia/SYNSALE03852,1 Bedroom House in Lenasia,1430000.0,Lenasia,Lenasia To Ennerdale,Gauteng,House,1.0,2.0,1.0,1.0,84.82352216522018,196.56193538814307,536.6688920339699,849.9214082669932,"2 Bedroom Apartment in Sundowner, High-demand, low-maintenance, a prime investment opportunity Whether you are stepping onto the pro",23 Jun 2025,2026-03-27T16:32:22+00:00,for-sale,gauteng,johannesburg-metro,lenasia-to-ennerdale,lenasia,143000.0
privateproperty,SYNSALE03853,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/northcliff/sophiatown/SYNSALE03853,3 Bedroom House in Sophiatown,17150000.0,Sophiatown,Northcliff,Gauteng,House,3.0,1.0,6.0,4.0,105.57094413625089,26.39273603406272,539.9855586320369,426.99549914334034,"3 Bedroom Apartment in Clayville, DON''T KICK YOURSELF LATER !! THIS WELL-PRICED,SPACIOUS DUPLEX APARTMENT WILL SOON BE GONE !! IT OFF",27 Jan 2026,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,northcliff,sophiatown,1715000.0
privateproperty,SYNSALE03854,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/sonneglans/SYNSALE03854,1 Bedroom House in Sonneglans,10520000.0,Sonneglans,North Riding To Lanseria,Gauteng,House,1.0,1.0,3.0,1.0,95.23425803360736,190.71740115288895,3922.9504412851848,864.4129866126923,"3 Bedroom House in Bassonia, INTRODUCING CHARM AND CHARISMA IN BASSONIA HILLS Situated in a secure, boomed-off enclave within th",28 Sep 2025,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,sonneglans,1052000.0
privateproperty,SYNSALE03855,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/jackal-creek-northriding/SYNSALE03855,3 Bedroom House in Jackal Creek Northriding,20630000.0,Jackal Creek Northriding,North Riding To Lanseria,Gauteng,House,3.0,2.0,2.0,2.0,155.8296535554203,177.2740134771175,1909.989603080441,2144.944737293927,"3 Bedroom House in Klipspruit West, 7 lee place street, Welcome to 7 Lee Place a well-positioned freehold property in the heart of Klipspruit West Ext 2, J",06 Feb 2024,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,jackal-creek-northriding,2063000.0
privateproperty,SYNSALE03856,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/randburg/lonehill/SYNSALE03856,3 Bedroom House in Lonehill,46270000.0,Lonehill,Randburg,Gauteng,House,3.0,5.0,3.0,3.0,300.4687602077379,446.0677219297982,3182.8834551111063,2826.699018690284,"2 Bedroom Apartment in Orlando East, FOR SALE: 2-Bedroom Apartment Secure Living at an Unbeatable Price! Step into this well-maintained",25 Jul 2025,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,randburg,lonehill,4627000.0
privateproperty,SYNSALE03857,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/bram-fisherville/SYNSALE03857,4 Bedroom House in Bram Fisherville,4780000.0,Bram Fisherville,Soweto,Gauteng,House,4.0,2.0,5.0,1.0,88.68364133528812,218.25876522501798,321.1064275990854,228.72212535264967,"4 Bedroom House in Barbeque Downs, 17 kyalami manor, 4 Bed, 4 Bath House - Barbeque Downs Fabulous Family Home in a Secure Estate with Exceptional Poten",04 Mar 2026,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,soweto,bram-fisherville,478000.0
privateproperty,SYNSALE03858,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/olivedale/SYNSALE03858,0 Bedroom Apartment in Olivedale,9760000.0,Olivedale,North Riding To Lanseria,Gauteng,Apartment,0.0,1.0,3.0,1.0,47.59092566518231,196.15745740074746,2377.2124356832865,427.6541389176475,"3 Bedroom House in Zandspruit, Prime location. Premium returns. Baltimore Lifestyle Estate is more than just a home its an opportu",07 Nov 2025,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,olivedale,976000.0
privateproperty,SYNSALE03859,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/kyalami/SYNSALE03859,3 Bedroom Apartment in Kyalami,6640000.0,Kyalami,Midrand,Gauteng,Apartment,3.0,1.0,1.0,1.0,20.882709255932568,182.80313604391992,1343.274802930893,3374.0528680770026,"3 Bedroom Apartment in North Riding, mf267 isabel estate, 267 dexter road, Welcome to Isabel Estate Modern Living with Spectacular City Views! Occupying a prime position wit",04 Dec 2025,2026-03-27T16:32:22+00:00,for-sale,gauteng,johannesburg-metro,midrand,kyalami,664000.0
privateproperty,SYNSALE03860,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/kyalami/SYNSALE03860,5 Bedroom House in Kyalami,27960000.0,Kyalami,Midrand,Gauteng,House,5.0,2.0,2.0,2.0,212.94108524865692,179.20496398795768,2912.361629203927,2614.856950364699,"6 Bedroom House in Dainfern Valley, Mansion on the River in Dainfern Valley Estate The abundance of a luxurious lifestyle is completed",17 Feb 2026,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,midrand,kyalami,2796000.0
privateproperty,SYNSALE03861,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/crowthorne/SYNSALE03861,1 Bedroom Apartment in Crowthorne,4940000.0,Crowthorne,Midrand,Gauteng,Apartment,1.0,1.0,1.0,1.0,72.2503710032804,183.36463808575382,2403.4415563205634,1949.982005183113,"2 Bedroom Apartment in Sandhurst, embassy towers, 4 galway place, No transfer duty applicable. Price of R 9.9 mill includes VAT. Impressive apartment in iconic reside",25 Feb 2026,2026-03-27T16:32:22+00:00,for-sale,gauteng,johannesburg-metro,midrand,crowthorne,494000.0
privateproperty,SYNSALE03862,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/northcliff/newlands/SYNSALE03862,2 Bedroom House in Newlands,10230000.0,Newlands,Northcliff,Gauteng,House,2.0,1.0,5.0,3.0,76.15850510583044,250.33887340041719,2186.8548587562946,401.1298610346266,"3 Bedroom House in Craigavon, 15 elm avenue, !!! VIEW BY APPOINTMENT !!!. !!! NO ESTATE AGENTS PLEASE !!! Modern 3-bedroom, 2.5-bathroom home,",30 Nov 2025,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,northcliff,newlands,1023000.0
privateproperty,SYNSALE03863,https://synthetic.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/kyalami/SYNSALE03863,3 Bedroom Apartment in Kyalami,9560000.0,Kyalami,Midrand,Gauteng,Apartment,3.0,1.0,3.0,2.0,19.725667978577345,190.86712485335823,1216.6761102149587,3481.778444808338,"4 Bedroom House in Glen Austin, 9 willow residence-nb, 60 stag road, This recently developed home is located in Glen Austin in close proximity to the Turkish Mosque. It",06 Feb 2026,2026-03-27T15:29:56+00:00,for-sale,gauteng,johannesburg-metro,midrand,kyalami,956000.0
